title,month,production_budget,domestic_gross,worldwide_gross,net_prof,net_margin_%
Quinceanera,8.0,400000.0,1692693.0,2797199.0,2397199.0,85.7
Quo Vadis?,2.0,8250000.0,30000000.0,30028513.0,21778513.0,72.53
R.V.,4.0,55000000.0,71724497.0,87473024.0,32473024.0,37.12
RED 2,7.0,84000000.0,53262560.0,141507355.0,57507355.0,40.64
Rabbit Hole,12.0,5000000.0,2229058.0,6205034.0,1205034.0,19.42
Rabbit-Proof Fence,11.0,7000000.0,6199600.0,16866928.0,9866928.0,58.5
Race,2.0,5000000.0,19115191.0,23745772.0,18745772.0,78.94
Race to Witch Mountain,3.0,50000000.0,67172595.0,105103784.0,55103784.0,52.43
Rachel Getting Married,10.0,12000000.0,12796861.0,17475475.0,5475475.0,31.33
Racing Stripes,1.0,30000000.0,49772522.0,89955540.0,59955540.0,66.65
Radio,10.0,35000000.0,52333738.0,53293628.0,18293628.0,34.33
Raging Bull,11.0,18000000.0,23380203.0,23380203.0,5380203.0,23.01
Raiders of the Lost Ark,6.0,20000000.0,225686079.0,367452079.0,347452079.0,94.56
Rain Man,12.0,25000000.0,172825435.0,412800000.0,387800000.0,93.94
Raising Cain,8.0,11000000.0,21171695.0,21171695.0,10171695.0,48.04
Raising Victor Vargas,3.0,800000.0,2073984.0,2900578.0,2100578.0,72.42
Ralph Breaks The Internet,11.0,175000000.0,201091711.0,524283695.0,349283695.0,66.62
Rambo,1.0,47500000.0,42754105.0,112214531.0,64714531.0,57.67
Rambo III,5.0,58000000.0,53715611.0,188715611.0,130715611.0,69.27
Rambo: First Blood Part II,5.0,44000000.0,150415432.0,300400000.0,256400000.0,85.35
Ramona and Beezus,7.0,15000000.0,26167002.0,27469621.0,12469621.0,45.39
Rampage,4.0,120000000.0,101028233.0,428056280.0,308056280.0,71.97
Rang De Basanti,1.0,5300000.0,2197694.0,29197694.0,23897694.0,81.85
Rango,3.0,135000000.0,123477607.0,245724600.0,110724600.0,45.06
Ransom,11.0,70000000.0,136492681.0,308700000.0,238700000.0,77.32
Rat Race,8.0,48000000.0,56607223.0,86607223.0,38607223.0,44.58
Ratatouille,6.0,150000000.0,206445654.0,626549695.0,476549695.0,76.06
Ray,10.0,40000000.0,75305995.0,124823094.0,84823094.0,67.95
Ready Player One,3.0,150000000.0,137690172.0,579290136.0,429290136.0,74.11
Real Steel,10.0,110000000.0,85463309.0,263880341.0,153880341.0,58.31
Real Women Have Curves,10.0,3000000.0,5853194.0,7777790.0,4777790.0,61.43
Rebecca,3.0,1288000.0,6000000.0,6002370.0,4714370.0,78.54
Recess: School's Out,2.0,10000000.0,36696761.0,44451470.0,34451470.0,77.5
Red,10.0,60000000.0,90380162.0,196439693.0,136439693.0,69.46
Red Cliff,11.0,40000000.0,627047.0,119627047.0,79627047.0,66.56
Red Dog,12.0,9100000.0,0.0,20927794.0,11827794.0,56.52
Red Dragon,10.0,78000000.0,92955420.0,206455420.0,128455420.0,62.22
Red Eye,8.0,26000000.0,57891803.0,96666486.0,70666486.0,73.1
Red Riding Hood,3.0,42000000.0,37662162.0,91678442.0,49678442.0,54.19
Red River,8.0,3000000.0,9012000.0,9012000.0,6012000.0,66.71
Red Sparrow,3.0,69000000.0,46874505.0,145951861.0,76951861.0,52.72
Reds,12.0,33500000.0,50000000.0,50000000.0,16500000.0,33.0
Reign Over Me,3.0,20000000.0,19661987.0,20081987.0,81987.0,0.41
Reign of Fire,2.0,60000000.0,43061982.0,82150183.0,22150183.0,26.96
Rejsen til Saturn,12.0,2700000.0,0.0,5377665.0,2677665.0,49.79
Religulous,10.0,2500000.0,13011160.0,13881317.0,11381317.0,81.99
Remember Me,3.0,16000000.0,19068240.0,56506120.0,40506120.0,71.68
Remember the Titans,9.0,30000000.0,115654751.0,136706683.0,106706683.0,78.06
Reno 911!: Miami,2.0,10000000.0,20342161.0,21851362.0,11851362.0,54.24
Repo Man,3.0,1500000.0,2300000.0,2300000.0,800000.0,34.78
Requiem for a Dream,10.0,4500000.0,3635482.0,7389233.0,2889233.0,39.1
Reservoir Dogs,10.0,1200000.0,2832029.0,2832029.0,1632029.0,57.63
Resident Evil,3.0,35000000.0,40119709.0,103787401.0,68787401.0,66.28
Resident Evil: Afterlife,9.0,57500000.0,60128566.0,295874190.0,238374190.0,80.57
Resident Evil: Apocalypse,9.0,50000000.0,50740078.0,125168734.0,75168734.0,60.05
Resident Evil: Extinction,9.0,45000000.0,50648679.0,149871103.0,104871103.0,69.97
Resident Evil: Retribution,9.0,65000000.0,42345531.0,240647629.0,175647629.0,72.99
Resident Evil: The Final Chapter,1.0,40000000.0,26844692.0,314101190.0,274101190.0,87.27
Return of the Living Dead Part II,1.0,6200000.0,9205924.0,9205924.0,3005924.0,32.65
Return to Me,4.0,24000000.0,32662299.0,32662299.0,8662299.0,26.52
Revolutionary Road,12.0,45000000.0,22951340.0,79604820.0,34604820.0,43.47
Ricki and the Flash,8.0,18000000.0,26839498.0,41166033.0,23166033.0,56.27
Riddick,9.0,38000000.0,42025135.0,94763758.0,56763758.0,59.9
Ride Along,1.0,25000000.0,134202565.0,153733800.0,128733800.0,83.74
Ride Along 2,1.0,40000000.0,90862685.0,124827316.0,84827316.0,67.96
Riding Giants,7.0,2600000.0,2276368.0,3292333.0,692333.0,21.03
Righteous Kill,9.0,60000000.0,40081410.0,78481410.0,18481410.0,23.55
Rings,2.0,25000000.0,27793018.0,82917283.0,57917283.0,69.85
Rio,4.0,90000000.0,143619809.0,487519809.0,397519809.0,81.54
Rio 2,4.0,130000000.0,131538435.0,492846291.0,362846291.0,73.62
Rise of the Guardians,11.0,145000000.0,103412758.0,306900902.0,161900902.0,52.75
Rise of the Planet of the Apes,8.0,93000000.0,176760185.0,470986200.0,377986200.0,80.25
Risen,2.0,20000000.0,36880033.0,46255763.0,26255763.0,56.76
River's Edge,5.0,1900000.0,4600000.0,4600000.0,2700000.0,58.7
Rize,6.0,700000.0,3278611.0,4857731.0,4157731.0,85.59
Road House,5.0,10000000.0,30050028.0,30050028.0,20050028.0,66.72
Road Trip,5.0,16000000.0,68525609.0,119739110.0,103739110.0,86.64
Road to Perdition,7.0,80000000.0,104054514.0,183354514.0,103354514.0,56.37
Roadside Romeo,10.0,2000000.0,55202.0,2046090.0,46090.0,2.25
Rob Roy,4.0,28000000.0,31390587.0,31390587.0,3390587.0,10.8
Robin Hood,5.0,210000000.0,105487148.0,322459006.0,112459006.0,34.88
Robin Hood: Prince of Thieves,6.0,50000000.0,165493908.0,390500000.0,340500000.0,87.2
Robin and Marian,3.0,5000000.0,8000000.0,8000000.0,3000000.0,37.5
Robinson Crusoe,9.0,13000000.0,8005586.0,42446455.0,29446455.0,69.37
RoboCop,2.0,120000000.0,58607007.0,242981799.0,122981799.0,50.61
RoboCop,7.0,13000000.0,53424681.0,53424681.0,40424681.0,75.67
Robot & Frank,8.0,2500000.0,3317468.0,4934356.0,2434356.0,49.33
Robots,3.0,80000000.0,128200012.0,260700012.0,180700012.0,69.31
Rocket Singh: Salesman of the Year,12.0,1070000.0,164649.0,5348767.0,4278767.0,80.0
Rocketman,5.0,41000000.0,57342725.0,108642725.0,67642725.0,62.26
RocknRolla,10.0,18000000.0,5700626.0,27794339.0,9794339.0,35.24
Rocky,11.0,1000000.0,117235147.0,225000000.0,224000000.0,99.56
Rocky Balboa,12.0,24000000.0,70269899.0,156229050.0,132229050.0,84.64
Roger & Me,12.0,140000.0,6706368.0,6706368.0,6566368.0,97.91
Rogue One: A Star Wars Story,12.0,200000000.0,532177324.0,1049102856.0,849102856.0,80.94
Role Models,11.0,28000000.0,67300955.0,94500826.0,66500826.0,70.37
Roll Bounce,9.0,10000000.0,17380866.0,17433072.0,7433072.0,42.64
Romeo Must Die,3.0,25000000.0,55973336.0,91036760.0,66036760.0,72.54
Romeo+Juliet,11.0,14500000.0,46338728.0,147542381.0,133042381.0,90.17
Ronin,9.0,55000000.0,41610884.0,70692101.0,15692101.0,22.2
Room,10.0,13000000.0,14677674.0,36262783.0,23262783.0,64.15
Rosemary's Baby,6.0,3200000.0,33395426.0,33395426.0,30195426.0,90.42
Rough Night,6.0,20000000.0,22105643.0,46844357.0,26844357.0,57.31
Rounders,9.0,12000000.0,22921898.0,22921898.0,10921898.0,47.65
Rubber,4.0,500000.0,100370.0,680914.0,180914.0,26.57
Ruby in Paradise,10.0,800000.0,1001437.0,1001437.0,201437.0,20.11
Rugrats Go Wild,6.0,25000000.0,39402572.0,55443032.0,30443032.0,54.91
Rugrats in Paris,11.0,30000000.0,76501438.0,103284813.0,73284813.0,70.95
Rules of Engagement,4.0,60000000.0,61322858.0,71719931.0,11719931.0,16.34
Rumble in the Bronx,2.0,7500000.0,32281907.0,36238752.0,28738752.0,79.3
Rumor Has It,12.0,70000000.0,42996140.0,88933562.0,18933562.0,21.29
Run All Night,3.0,50000000.0,26461644.0,66961644.0,16961644.0,25.33
"Run, Fatboy, Run",3.0,10000000.0,6003262.0,33512260.0,23512260.0,70.16
Runaway Bride,7.0,70000000.0,152257509.0,310138178.0,240138178.0,77.43
Runner Runner,10.0,30000000.0,19316646.0,60512680.0,30512680.0,50.42
Rush,9.0,38000000.0,26947624.0,98230839.0,60230839.0,61.32
Rush Hour,9.0,35000000.0,141186864.0,245300000.0,210300000.0,85.73
Rush Hour 2,8.0,90000000.0,226164286.0,347425832.0,257425832.0,74.1
Rush Hour 3,8.0,180000000.0,140125968.0,256585882.0,76585882.0,29.85
Rushmore,12.0,10000000.0,17105219.0,19080435.0,9080435.0,47.59
S.W.A.T.,8.0,70000000.0,116877597.0,207154748.0,137154748.0,66.21
Sabrina,12.0,58000000.0,53458319.0,87100000.0,29100000.0,33.41
Safe,4.0,33000000.0,17142080.0,41495213.0,8495213.0,20.47
Safe Haven,2.0,28000000.0,71399120.0,94050951.0,66050951.0,70.23
Safe House,2.0,85000000.0,126181630.0,208542162.0,123542162.0,59.24
Safety Not Guaranteed,6.0,750000.0,4010957.0,4422318.0,3672318.0,83.04
Saints and Soldiers,8.0,780000.0,1310470.0,1310470.0,530470.0,40.48
Salt,7.0,130000000.0,118311368.0,290650494.0,160650494.0,55.27
Salvando al Soldado Perez,9.0,4500000.0,1400726.0,9330465.0,4830465.0,51.77
Sammy's avonturen: De geheime doorgang,12.0,25000000.0,0.0,71594792.0,46594792.0,65.08
Samsara,8.0,4000000.0,2672413.0,5966671.0,1966671.0,32.96
San Andreas,5.0,110000000.0,155190832.0,456258539.0,346258539.0,75.89
San Francisco,6.0,1300000.0,2868000.0,5273000.0,3973000.0,75.35
Sanctum,2.0,30000000.0,23209310.0,108957098.0,78957098.0,72.47
Sands of Iwo Jima,12.0,1000000.0,7800000.0,7800000.0,6800000.0,87.18
Sardaar Ji,12.0,2700000.0,0.0,8200000.0,5500000.0,67.07
Saul fia,12.0,1700000.0,1777043.0,9696537.0,7996537.0,82.47
Sausage Party,8.0,19000000.0,97670358.0,141344255.0,122344255.0,86.56
Savages,7.0,45000000.0,47323100.0,82513490.0,37513490.0,45.46
Save the Last Dance,1.0,13000000.0,91038276.0,122244329.0,109244329.0,89.37
Saved!,5.0,5000000.0,8886160.0,10206551.0,5206551.0,51.01
Saving Grace,8.0,4000000.0,12178602.0,27786849.0,23786849.0,85.6
Saving Mr. Banks,12.0,35000000.0,83299761.0,114962525.0,79962525.0,69.56
Saving Private Ryan,7.0,65000000.0,216335085.0,485035085.0,420035085.0,86.6
Saving Silverman,2.0,22000000.0,19351569.0,25873142.0,3873142.0,14.97
Saw,10.0,1200000.0,55968727.0,103880027.0,102680027.0,98.84
Saw 3D,10.0,17000000.0,45710178.0,133735284.0,116735284.0,87.29
Saw II,10.0,5000000.0,87025093.0,152925093.0,147925093.0,96.73
Saw III,10.0,10000000.0,80238724.0,163876815.0,153876815.0,93.9
Saw IV,10.0,10000000.0,63300095.0,135759694.0,125759694.0,92.63
Saw V,10.0,10800000.0,56746769.0,118209778.0,107409778.0,90.86
Saw VI,10.0,11000000.0,27693292.0,69752402.0,58752402.0,84.23
Scarface,12.0,25000000.0,44942821.0,44942821.0,19942821.0,44.37
Scary Movie,7.0,19000000.0,157019771.0,277200000.0,258200000.0,93.15
Scary Movie 2,7.0,45000000.0,71277420.0,141189101.0,96189101.0,68.13
Scary Movie 3,10.0,45000000.0,110000082.0,155200000.0,110200000.0,71.01
Scary Movie 4,4.0,40000000.0,90710620.0,178710620.0,138710620.0,77.62
Scary Movie V,4.0,20000000.0,32015787.0,78613981.0,58613981.0,74.56
Schindlerâs List,12.0,25000000.0,96898818.0,322197132.0,297197132.0,92.24
School Daze,2.0,6000000.0,14545844.0,14545844.0,8545844.0,58.75
School of Rock,10.0,20000000.0,81261177.0,131944672.0,111944672.0,84.84
Scooby-Doo,6.0,84000000.0,153294164.0,276294164.0,192294164.0,69.6
Scooby-Doo 2: Monsters Unleashed,3.0,25000000.0,84185387.0,181185387.0,156185387.0,86.2
Scoop,7.0,4000000.0,10525717.0,40103262.0,36103262.0,90.03
Scouts Guide to the Zombie Apocalypse,10.0,15000000.0,3703046.0,15554855.0,554855.0,3.57
Scream,12.0,15000000.0,103046663.0,173046663.0,158046663.0,91.33
Scream 2,12.0,24000000.0,101363301.0,172363301.0,148363301.0,86.08
Scream 3,2.0,40000000.0,89138076.0,161838076.0,121838076.0,75.28
Scream 4,4.0,40000000.0,38180928.0,95989590.0,55989590.0,58.33
Scrooged,11.0,32000000.0,59450353.0,59450353.0,27450353.0,46.17
Se jie,9.0,15000000.0,4604982.0,65167430.0,50167430.0,76.98
Se7en,9.0,30000000.0,100125643.0,328125643.0,298125643.0,90.86
Sea Rex 3D: Journey to a Prehistoric World,5.0,5000000.0,6096582.0,16515203.0,11515203.0,69.72
Sea of Love,9.0,19000000.0,58571513.0,58571513.0,39571513.0,67.56
Seabiscuit,7.0,86000000.0,120277854.0,148715342.0,62715342.0,42.17
Season of the Witch,1.0,40000000.0,24827228.0,91126600.0,51126600.0,56.11
Second Act,12.0,15700000.0,39282227.0,63288854.0,47588854.0,75.19
Secondhand Lions,9.0,30000000.0,42070939.0,47902566.0,17902566.0,37.37
Secret Window,3.0,40000000.0,47958031.0,92111551.0,52111551.0,56.57
Secret in Their Eyes,11.0,20000000.0,20180155.0,32608019.0,12608019.0,38.67
Secretariat,10.0,35000000.0,59699513.0,60376247.0,25376247.0,42.03
Secretary,9.0,4000000.0,4046737.0,9413956.0,5413956.0,57.51
Secrets & Lies,9.0,4500000.0,13417292.0,13417292.0,8917292.0,66.46
See No Evil,5.0,8000000.0,15032800.0,18828036.0,10828036.0,57.51
See Spot Run,3.0,16000000.0,33357476.0,43057552.0,27057552.0,62.84
Seeking a Friend for the End of the World,6.0,10000000.0,7078738.0,11766959.0,1766959.0,15.02
Selena,3.0,20000000.0,35450113.0,35450113.0,15450113.0,43.58
Self/Less,7.0,26000000.0,12279691.0,33667319.0,7667319.0,22.77
Selma,1.0,20000000.0,52076908.0,66776576.0,46776576.0,70.05
Sen to Chihiro no Kamikakushi,9.0,19000000.0,10049886.0,274949886.0,255949886.0,93.09
Sense and Sensibility,12.0,16500000.0,42993774.0,134993774.0,118493774.0,87.78
Serbuan maut,3.0,1100000.0,4105123.0,9297407.0,8197407.0,88.17
Serendipity,10.0,28000000.0,50255310.0,77477297.0,49477297.0,63.86
Serenity,9.0,39000000.0,25514517.0,40319440.0,1319440.0,3.27
Session 9,8.0,1500000.0,378176.0,1619602.0,119602.0,7.38
Set It Off,11.0,9000000.0,36049108.0,36049108.0,27049108.0,75.03
Seven Pounds,12.0,54000000.0,69951824.0,166617328.0,112617328.0,67.59
Seven Psychopaths,10.0,13500000.0,15024049.0,33035736.0,19535736.0,59.14
Seven Years in Tibet,10.0,70000000.0,37945884.0,131445884.0,61445884.0,46.75
Seventh Son,2.0,95000000.0,17725785.0,108874967.0,13874967.0,12.74
Sex Tape,7.0,40000000.0,38543473.0,126069509.0,86069509.0,68.27
Sex and the City,5.0,57500000.0,152647258.0,415247258.0,357747258.0,86.15
Sex and the City 2,5.0,95000000.0,95347692.0,294680778.0,199680778.0,67.76
"Sex, Lies, and Videotape",8.0,1200000.0,24741667.0,36741667.0,35541667.0,96.73
Sexy Beast,6.0,4300000.0,6946056.0,10158355.0,5858355.0,57.67
Shade,4.0,6800000.0,25032.0,9533964.0,2733964.0,28.68
Shadow of the Vampire,12.0,8000000.0,8279017.0,8279017.0,279017.0,3.37
Shadowlands,12.0,22000000.0,25842377.0,25842377.0,3842377.0,14.87
Shaft,6.0,53012938.0,70327868.0,107190108.0,54177170.0,50.54
Shakespeare in Love,12.0,26000000.0,100317794.0,279500000.0,253500000.0,90.7
Shalako,1.0,1455000.0,2620000.0,2620000.0,1165000.0,44.47
Shall We Dance?,10.0,40000000.0,57887882.0,118097882.0,78097882.0,66.13
Shallow Hal,11.0,40000000.0,70836296.0,70836296.0,30836296.0,43.53
Shame,12.0,6500000.0,4002293.0,20412841.0,13912841.0,68.16
Shanghai Knights,2.0,50000000.0,60470220.0,88316835.0,38316835.0,43.39
Shanghai Noon,5.0,55000000.0,56932305.0,71189835.0,16189835.0,22.74
Shaolin Soccer,4.0,10000000.0,488872.0,42776032.0,32776032.0,76.62
Shark Tale,10.0,75000000.0,161412000.0,371917043.0,296917043.0,79.83
Shaun of the Dead,9.0,5000000.0,13542874.0,30332385.0,25332385.0,83.52
Shaun the Sheep,8.0,25000000.0,19375982.0,101925161.0,76925161.0,75.47
Shazam!,4.0,85000000.0,139606856.0,362899733.0,277899733.0,76.58
She Done Him Wrong,2.0,200000.0,2000000.0,2000000.0,1800000.0,90.0
She Wore a Yellow Ribbon,7.0,1600000.0,5400000.0,5400000.0,3800000.0,70.37
She's All That,1.0,10000000.0,63465522.0,63465522.0,53465522.0,84.24
She's Gotta Have It,8.0,175000.0,7137502.0,7137502.0,6962502.0,97.55
She's Out of My League,3.0,20000000.0,32010860.0,48680977.0,28680977.0,58.92
She's the Man,3.0,25000000.0,33889159.0,55279608.0,30279608.0,54.78
She's the One,8.0,3500000.0,9482579.0,13795053.0,10295053.0,74.63
Sherlock Gnomes,3.0,59000000.0,43242871.0,87527651.0,28527651.0,32.59
Sherlock Holmes,12.0,90000000.0,209028679.0,498438212.0,408438212.0,81.94
Sherlock Holmes: A Game of Shadows,12.0,125000000.0,186848418.0,535663443.0,410663443.0,76.66
Shi Yue Wei Cheng,3.0,23000000.0,0.0,44195779.0,21195779.0,47.96
Shine,11.0,5500000.0,35811509.0,36672493.0,31172493.0,85.0
Shine a Light,4.0,1000000.0,5505267.0,16173879.0,15173879.0,93.82
Sholem Aleichem: Laughing in the Darkness,7.0,500000.0,1131261.0,1131261.0,631261.0,55.8
Shooter,3.0,60000000.0,47003582.0,95538560.0,35538560.0,37.2
Shopgirl,10.0,7500000.0,10284523.0,11758418.0,4258418.0,36.22
Short Cut to Nirvana: Kumbh Mela,10.0,200000.0,381225.0,439651.0,239651.0,54.51
Shorts,8.0,20000000.0,20919166.0,29870801.0,9870801.0,33.04
Shotgun Stories,12.0,250000.0,46026.0,284174.0,34174.0,12.03
Show Boat,7.0,2300000.0,11000000.0,11000000.0,8700000.0,79.09
Shrek,5.0,50000000.0,267655011.0,491812794.0,441812794.0,89.83
Shrek 2,5.0,70000000.0,441226247.0,937008132.0,867008132.0,92.53
Shrek Forever After,5.0,165000000.0,238736787.0,756244673.0,591244673.0,78.18
Shrek the Third,5.0,160000000.0,322719944.0,807330936.0,647330936.0,80.18
Shut In,11.0,10000000.0,6900335.0,11360665.0,1360665.0,11.98
Shutter,3.0,8000000.0,25928550.0,47782426.0,39782426.0,83.26
Shutter Island,2.0,80000000.0,128012934.0,299461782.0,219461782.0,73.29
Sicario,9.0,30000000.0,46889293.0,84393749.0,54393749.0,64.45
Sicario: Day of the Soldado,6.0,35000000.0,50065850.0,75885196.0,40885196.0,53.88
Sicko,6.0,9000000.0,24538513.0,36535837.0,27535837.0,75.37
Side Effects,2.0,30000000.0,32172757.0,66742138.0,36742138.0,55.05
Sidewalks of New York,11.0,1000000.0,2402459.0,3575308.0,2575308.0,72.03
Sideways,10.0,17000000.0,71502303.0,109793192.0,92793192.0,84.52
Signs,8.0,70702619.0,227969295.0,408269295.0,337566676.0,82.68
Silent Hill,4.0,50000000.0,46982632.0,94704227.0,44704227.0,47.2
Silent Hill: Revelation 3D,10.0,20000000.0,17530219.0,55975672.0,35975672.0,64.27
Silent House,3.0,2000000.0,12739737.0,16610760.0,14610760.0,87.96
Silent Movie,6.0,4400000.0,36145695.0,36145695.0,31745695.0,87.83
Silmido,4.0,8500000.0,298347.0,30298347.0,21798347.0,71.95
Silver Bullet,10.0,7000000.0,10803211.0,10803211.0,3803211.0,35.2
Silver Linings Playbook,11.0,21000000.0,132092958.0,236412453.0,215412453.0,91.12
Silverado,7.0,26000000.0,33200000.0,33200000.0,7200000.0,21.69
Simon,4.0,1300000.0,4055.0,1738663.0,438663.0,25.23
Sin City,4.0,40000000.0,74103820.0,158527918.0,118527918.0,74.77
Sinbad: Legend of the Seven Seas,7.0,60000000.0,26483452.0,80767884.0,20767884.0,25.71
Sing,12.0,75000000.0,270329045.0,634454789.0,559454789.0,88.18
Singin' in the Rain,4.0,2540000.0,7200000.0,7200000.0,4660000.0,64.72
Sinister,10.0,3000000.0,48086903.0,87727807.0,84727807.0,96.58
Sinister 2,8.0,10000000.0,27740955.0,54104225.0,44104225.0,81.52
Sisters,12.0,30000000.0,87044645.0,106030660.0,76030660.0,71.71
"Six Days, Seven Nights",6.0,80000000.0,74339294.0,164800000.0,84800000.0,51.46
Sky High,7.0,35000000.0,63939454.0,83109359.0,48109359.0,57.89
Skyfall,11.0,200000000.0,304360277.0,1110526981.0,910526981.0,81.99
Skyline,11.0,10000000.0,21416355.0,68264973.0,58264973.0,85.35
Skyscraper,7.0,125000000.0,68420120.0,304115534.0,179115534.0,58.9
Slacker,8.0,23000.0,1227508.0,1227508.0,1204508.0,98.13
Slam,10.0,1000000.0,1009819.0,1087521.0,87521.0,8.05
Sleeper,12.0,2000000.0,18344729.0,18344729.0,16344729.0,89.1
Sleepers,10.0,44000000.0,53300852.0,165600852.0,121600852.0,73.43
Sleepy Hollow,11.0,70000000.0,101068340.0,207068340.0,137068340.0,66.19
Sleight,4.0,250000.0,3930990.0,3934450.0,3684450.0,93.65
Slender Man,8.0,10000000.0,30564825.0,51723644.0,41723644.0,80.67
Sliding Doors,4.0,6000000.0,11911200.0,58809149.0,52809149.0,89.8
Sling Blade,11.0,4833610.0,24475416.0,34175000.0,29341390.0,85.86
Slumdog Millionaire,11.0,14000000.0,141330703.0,384530440.0,370530440.0,96.36
Slums of Beverly Hills,8.0,5000000.0,5502773.0,5502773.0,502773.0,9.14
Small Soldiers,7.0,40000000.0,55143823.0,71743823.0,31743823.0,44.25
Small Time Crooks,5.0,18000000.0,17266359.0,29934477.0,11934477.0,39.87
Smallfoot,9.0,80000000.0,83240103.0,213691277.0,133691277.0,62.56
Smiling Fish and Goat on Fire,8.0,40000.0,277233.0,277233.0,237233.0,85.57
Smoke Signals,6.0,2000000.0,6719300.0,7756617.0,5756617.0,74.22
Smokin' Aces,1.0,17000000.0,35662731.0,57263440.0,40263440.0,70.31
Smurfs: The Lost Village,4.0,60000000.0,45020282.0,197578586.0,137578586.0,69.63
Snabba Cash,7.0,4300000.0,188870.0,10212403.0,5912403.0,57.89
Snake Eyes,8.0,73000000.0,55591409.0,103891409.0,30891409.0,29.73
Snakes on a Plane,8.0,33000000.0,34020814.0,62020814.0,29020814.0,46.79
Snatch,12.0,10000000.0,30093107.0,83593107.0,73593107.0,88.04
Snatched,5.0,42000000.0,45852178.0,57852177.0,15852177.0,27.4
Snezhnaya koroleva,1.0,7000000.0,0.0,15193977.0,8193977.0,53.93
Snitch,2.0,15000000.0,42930462.0,57907734.0,42907734.0,74.1
Snow Day,2.0,13000000.0,60008303.0,62452927.0,49452927.0,79.18
Snow Dogs,1.0,32000000.0,81150692.0,116898028.0,84898028.0,72.63
Snow Flower and the Secret Fan,7.0,6000000.0,1348205.0,11348205.0,5348205.0,47.13
Snow White and the Huntsman,6.0,170000000.0,155136755.0,401021746.0,231021746.0,57.61
Snow White and the Seven Dwarfs,12.0,1488000.0,184925486.0,184925486.0,183437486.0,99.2
Snowpiercer,6.0,40000000.0,4563029.0,88069880.0,48069880.0,54.58
Solo: A Star Wars Story,5.0,275000000.0,213767512.0,393151347.0,118151347.0,30.05
Solomon and Sheba,1.0,5000000.0,11000000.0,11014961.0,6014961.0,54.61
Some Like it Hot,3.0,2883848.0,25000000.0,25019542.0,22135694.0,88.47
Someone Like You,3.0,23000000.0,27338033.0,38684906.0,15684906.0,40.55
Something Borrowed,5.0,35000000.0,39046489.0,65084116.0,30084116.0,46.22
Something's Gotta Give,12.0,80000000.0,124685242.0,266685242.0,186685242.0,70.0
Somewhere,12.0,7000000.0,1785645.0,17023121.0,10023121.0,58.88
Somewhere in Time,10.0,5100000.0,9709597.0,9709597.0,4609597.0,47.47
Son of God,2.0,22000000.0,59700064.0,70949793.0,48949793.0,68.99
Son of Rambow: A Home Movie,5.0,2000000.0,1785505.0,11263263.0,9263263.0,82.24
Songcatcher,6.0,1800000.0,3050934.0,3050934.0,1250934.0,41.0
Sorority Boys,3.0,12000000.0,10198766.0,12516222.0,516222.0,4.12
Sorority Row,9.0,12500000.0,11965282.0,26735797.0,14235797.0,53.25
Sorry to Bother You,7.0,3200000.0,17493096.0,18285560.0,15085560.0,82.5
Soul Food,9.0,7500000.0,43492389.0,43492389.0,35992389.0,82.76
Soul Kitchen,8.0,4900000.0,276901.0,23347461.0,18447461.0,79.01
Soul Surfer,4.0,18000000.0,43853424.0,47158652.0,29158652.0,61.83
Sound of My Voice,4.0,135000.0,408015.0,429448.0,294448.0,68.56
Source Code,4.0,32000000.0,54712227.0,140428499.0,108428499.0,77.21
"South Park: Bigger, Longer & Uncut",6.0,21000000.0,52037603.0,52037603.0,31037603.0,59.64
Southpaw,7.0,30000000.0,52421953.0,94156456.0,64156456.0,68.14
Space Chimps,7.0,37000000.0,30105968.0,67029956.0,30029956.0,44.8
Space Cowboys,8.0,65000000.0,90454043.0,128874043.0,63874043.0,49.56
Space Jam,11.0,80000000.0,90463534.0,250200000.0,170200000.0,68.03
Spaceballs,6.0,22700000.0,38119483.0,38119483.0,15419483.0,40.45
Spaced Invaders,4.0,3000000.0,15000000.0,15000000.0,12000000.0,80.0
Sparkle,8.0,10000000.0,24397469.0,24660323.0,14660323.0,59.45
Spartacus,10.0,12000000.0,30000000.0,60000000.0,48000000.0,80.0
Spawn,7.0,40000000.0,54979992.0,87949859.0,47949859.0,54.52
Species,7.0,35000000.0,60054449.0,113354449.0,78354449.0,69.12
Spectre,11.0,300000000.0,200074175.0,879620923.0,579620923.0,65.89
Speed,6.0,30000000.0,121248145.0,283200000.0,253200000.0,89.41
Speed 2: Cruise Control,6.0,110000000.0,48097081.0,150468000.0,40468000.0,26.89
Spellbound,10.0,1500000.0,7000000.0,7000000.0,5500000.0,78.57
Sphinx,2.0,10000000.0,2000000.0,11400000.0,1400000.0,12.28
Spice World,1.0,25000000.0,29342592.0,56042592.0,31042592.0,55.39
Spider-Man,5.0,139000000.0,403706375.0,821706375.0,682706375.0,83.08
Spider-Man 2,6.0,200000000.0,373524485.0,795110670.0,595110670.0,74.85
Spider-Man 3,5.0,258000000.0,336530303.0,894860230.0,636860230.0,71.17
Spider-Man: Homecoming,7.0,175000000.0,334201140.0,880166350.0,705166350.0,80.12
Spider-Man: Into The Spider-Verse 3D,12.0,90000000.0,190173195.0,375381768.0,285381768.0,76.02
Spirit: Stallion of the Cimarron,5.0,80000000.0,73215310.0,106515310.0,26515310.0,24.89
Splash,3.0,8000000.0,62599495.0,62599495.0,54599495.0,87.22
